_id|isPb|wpm|acc|rawWpm|consistency|charStats|mode|mode2|quoteLength|restartCount|testDuration|afkDuration|incompleteTestSeconds|punctuation|numbers|language|funbox|difficulty|lazyMode|blindMode|bailedOut|tags|timestamp
640355ec5027fd0b05e94371||58.33|94.44|61.9|57.97|49,1,0,1|quote|5192|0|0|10.08|0|0|false|false|english|none|normal|false|false|false||1677940204000
640354f15027fd0b05e389d8||38.34|86.24|40.89|44.05|90,2,0,0|quote|1080|0|0|28.17|0|0|false|false|english|none|normal|false|false|false||1677939953000
64032af15027fd0b059e0756||50.14|90.59|52.12|55.13|76,2,0,1|quote|5085|0|0|18.19|0|0|false|false|english|none|normal|false|false|false||1677929201000
64032a9f5027fd0b059e051d||33.37|75|51.08|63.67|49,5,1,2|quote|16|0|0|17.62|0|0|false|false|english|none|normal|false|false|false||1677929119000
640328025027fd0b059841de||41.79|91.67|44.15|43.29|53,0,0,1|quote|5444|0|0|15.22|0|0|false|false|english|none|normal|false|false|false||1677928450000
64030ef95027fd0b056fc0cd||48.28|90|50.62|72.15|62,2,0,1|quote|121|0|0|15.41|0|0|false|false|english|none|normal|false|false|false||1677922041000
6401d42d5027fd0b056ad567||32.84|75.47|46.08|56.16|67,11,1,3|quote|1220|0|0|24.48|0|0|false|false|english|none|normal|false|false|false||1677841453000
6401a38c5027fd0b0519e2e9||5.75|75|9.05|0|47,9,0,3|quote|3419|0|0|98.1|73|0|false|false|english|none|normal|false|false|false||1677829004000
640112ae5027fd0b052ccfd7||37.07|85.26|37.07|56.71|81,0,0,0|quote|5787|0|0|26.22|0|0|false|false|english|none|normal|false|false|false||1677791918000
6401128d5027fd0b052ccec5||43.83|89.29|43.83|58.06|97,0,0,0|quote|5826|0|0|26.56|0|0|false|false|english|none|normal|false|false|false||1677791885000
640112495027fd0b052ccc55||34.14|90.59|38.1|46.89|69,0,0,1|quote|5482|0|1|24.25|0|4.7|false|false|english|none|normal|false|false|false||1677791817000
640111635027fd0b05271670||38.24|88.89|38.24|58.91|94,0,0,0|quote|4915|0|0|29.5|0|0|false|false|english|none|normal|false|false|false||1677791587000
6401110b5027fd0b05271363||35.44|88.39|37.39|50.93|91,1,0,0|quote|4351|0|0|30.81|0|0|false|false|english|none|normal|false|false|false||1677791499000
6401104f5027fd0b05270c65||29.18|78.26|30.9|53.43|68,1,0,1|quote|5537|0|0|27.96|0|0|false|false|english|none|normal|false|false|false||1677791311000
64010fc75027fd0b05270794||38.26|79.59|44.64|62|36,3,0,1|words|10|-1|0|11.29|0|0|false|false|english|none|normal|false|false|false||1677791175000
64010fb95027fd0b05270704||27.59|80.36|38.31|54.3|36,4,0,2|words|10|-1|0|15.66|0|0|false|false|english|none|normal|false|false|false||1677791161000
64010f9f5027fd0b05270621||47.77|92.54|51.82|71.11|59,1,0,1|quote|23|0|0|14.82|0|0|false|false|english|none|normal|false|false|false||1677791135000
64010f625027fd0b052703f4||31.9|80.88|37.64|44.28|50,2,0,2|quote|5632|0|0|18.81|1|0|false|false|english|none|normal|false|false|false||1677791074000
64010e665027fd0b0526fadb||42.33|88.64|47.04|62.74|72,2,0,0|quote|5085|0|0|20.41|0|0|false|false|english|none|normal|false|false|false||1677790822000
640108d85027fd0b051b6a31||39.68|87.67|53.97|52.33|50,3,0,0|quote|77|0|0|15.12|0|0|false|false|english|none|normal|false|false|false||1677789400000
6401088d5027fd0b051b671d||50|91.94|50|60.25|56,0,0,0|quote|5257|0|0|13.44|0|0|false|false|english|none|normal|false|false|false||1677789325000
640108775027fd0b051b6637||42.29|76.67|58.78|68.84|59,7,2,0|quote|5085|0|0|16.74|0|0|false|false|english|none|normal|false|false|false||1677789303000
640108405027fd0b051b6402||57.91|92.5|71.27|66|65,4,0,0|quote|5085|0|0|13.47|0|0|false|false|english|none|normal|false|false|false||1677789248000
640108275027fd0b051b62f0||33.23|78.08|42.17|37.69|52,6,0,2|quote|1464|0|0|18.78|0|0|false|false|english|none|normal|false|false|false||1677789223000
6400ecbd5027fd0b05eca098||73.26|96.67|73.26|71.02|29,0,0,0|quote|5398|0|0|4.75|0|0|false|false|english|none|normal|false|false|false||1677782205000
6400ecb25027fd0b05eca000||27.8|77.33|46.99|57.74|42,6,2,1|quote|6652|0|0|18.13|0|0|false|false|english|none|normal|false|false|false||1677782194000
6400ec9d5027fd0b05ec9ef1||36.48|84.42|44.8|69.97|57,4,0,0|quote|6652|0|0|18.75|0|0|false|false|english|none|normal|false|false|false||1677782173000
6400eba35027fd0b05ec92dd||33.1|76.47|46.94|62.49|55,9,0,2|quote|5085|0|0|19.94|0|0|false|false|english|none|normal|false|false|false||1677781923000
6400eb8a5027fd0b05ec91a7||43.85|90.11|47.41|66.35|74,1,0,0|quote|5085|0|1|20.25|0|5.58|false|false|english|none|normal|false|false|false||1677781898000
6400eb655027fd0b05ec8fda||36.47|92|44.38|53.8|60,2,0,1|quote|5231|0|0|19.74|0|0|false|false|english|none|normal|false|false|false||1677781861000
6400eb4c5027fd0b05ec8e9f||57.46|97.14|57.46|63.59|68,0,0,0|quote|1464|0|0|14.2|0|0|false|false|english|none|normal|false|false|false||1677781836000
6400eb335027fd0b05ec8d6c||39.88|87.84|46.18|61.23|57,1,0,0|quote|5173|0|0|17.15|0|0|false|false|english|none|normal|false|false|false||1677781811000
6400eb025027fd0b05e6ddc1||29.07|77.38|39.84|54.66|54,6,1,1|quote|5231|0|0|22.29|0|0|false|false|english|none|normal|false|false|false||1677781762000
6400eae65027fd0b05e6dc73||37.7|83.93|46.67|71.65|42,3,0,1|quote|5192|0|0|13.37|0|0|false|false|english|none|normal|false|false|false||1677781734000
6400ead35027fd0b05e6db9b||41.42|89.53|48.33|52.36|66,1,0,1|quote|2913|0|0|19.12|0|0|false|false|english|none|normal|false|false|false||1677781715000
6400eaac5027fd0b05e6d9d4||32.89|81.05|45.62|55.82|62,5,1,1|quote|5694|0|0|22.62|0|0|false|false|english|none|normal|false|false|false||1677781676000
6400ea8b5027fd0b05e6d82e||50.95|96.1|50.95|60.44|74,0,0,0|quote|5231|0|0|17.43|0|0|false|false|english|none|normal|false|false|false||1677781643000
64008fca5027fd0b05544bfc||47.92|95.83|47.92|46.17|68,0,0,0|quote|1464|0|1|17.03|0|3.8|false|false|english|none|normal|false|false|false||1677758410000
64008fb05027fd0b054e9ea8||39.27|88.76|47.12|55.04|70,2,0,2|quote|5694|0|0|21.39|0|0|false|false|english|none|normal|false|false|false||1677758384000
64008f445027fd0b054e9b1a||35.18|84.04|44.78|48.98|66,2,0,2|quote|5694|0|0|22.51|0|0|false|false|english|none|normal|false|false|false||1677758276000
64008f295027fd0b054e9a48||32.7|80.95|39.81|55.3|46,3,0,0|quote|5257|0|1|16.88|0|4|false|false|english|none|normal|false|false|false||1677758249000
64008f0d5027fd0b054e9970||59.59|96.67|59.59|59.24|29,0,0,0|quote|5398|0|0|5.84|0|0|false|false|english|none|normal|false|false|false||1677758221000
64008efe5027fd0b054e98f2||39.31|80.72|48.67|45.11|63,7,0,2|quote|5085|0|0|19.23|0|0|false|false|english|none|normal|false|false|false||1677758206000
64008eb35027fd0b054e9672||41.9|85.25|46.09|53.87|50,4,0,1|quote|1621|0|0|14.32|0|0|false|false|english|none|normal|false|false|false||1677758131000
64008e9f5027fd0b054e95c6||50.49|94.92|50.49|58.75|56,0,0,0|quote|1621|0|0|13.31|0|0|false|false|english|none|normal|false|false|false||1677758111000
64008e8e5027fd0b054e953e||32.63|82.67|41.09|42.23|54,5,0,2|quote|6652|0|0|19.86|1|0|false|false|english|none|normal|false|false|false||1677758094000
64008e5f5027fd0b054e93c8||42|88.57|56.01|65.14|51,4,0,2|quote|6652|0|0|14.57|0|0|false|false|english|none|normal|false|false|false||1677758047000
64008d7f5027fd0b054e8d10||51.28|85.87|53.27|59.67|77,1,0,0|quote|5085|0|0|18.02|0|0|false|false|english|none|normal|false|false|false||1677757823000
64008d335027fd0b054e8ac4||30.03|79.75|40.23|45.99|53,6,0,1|quote|6263|0|0|21.18|1|0|false|false|english|none|normal|false|false|false||1677757747000
6400651f5027fd0b05094701||51.46|85.26|54.76|55.09|78,1,1,0|quote|59|0|0|18.19|0|0|false|false|english|none|normal|false|false|false||1677747487000
640064e75027fd0b05094541||53.17|92.86|66.26|76.98|65,1,0,1|quote|59|0|0|14.67|0|0|false|false|english|none|normal|false|false|false||1677747431000
640064d35027fd0b050944a6||35.97|85.88|51.01|62.77|55,3,0,4|quote|59|0|0|18.35|0|0|false|false|english|none|normal|false|false|false||1677747411000
640064b85027fd0b050943d2||40.27|81|43.49|70.75|75,0,0,1|quote|59|0|0|22.35|0|0|false|false|english|none|normal|false|false|false||1677747384000
6400649c5027fd0b050942ee||35.93|81.31|46.47|58.85|75,6,1,0|quote|1220|0|0|25.05|0|0|false|false|english|none|normal|false|false|false||1677747356000
640064145027fd0b05093e91||44.21|95.1|44.21|53.74|96,0,0,0|quote|1220|0|0|26.06|0|0|false|false|english|none|normal|false|false|false||1677747220000
640062565027fd0b05093128||46.6|90|47.9|52.5|72,1,0,0|quote|5231|0|0|18.54|0|0|false|false|english|none|normal|false|false|false||1677746774000
640062095027fd0b050658f7||36.43|85.19|42.04|57.18|65,3,1,0|quote|5231|0|0|21.41|0|0|false|false|english|none|normal|false|false|false||1677746697000
640061e95027fd0b05038146||35.28|82.72|42.44|58.81|64,6,1,0|quote|1316|0|0|21.77|0|0|false|false|english|none|normal|false|false|false||1677746665000
640061ab5027fd0b05037f75||43.91|85.07|55.74|60.93|52,5,1,1|quote|5173|0|0|14.21|0|0|false|false|english|none|normal|false|false|false||1677746603000
6400619a5027fd0b05037ef4||32.39|79.73|48.59|52.19|44,4,0,0|quote|5173|0|0|16.3|0|0|false|false|english|none|normal|false|false|false||1677746586000
64005d505027fd0b05fdb2df||47.81|92.86|53.48|61.77|59,1,0,0|quote|5173|0|0|14.81|0|0|false|false|english|none|normal|false|false|false||1677745488000
64005d3e5027fd0b05fdb240||36.95|83.33|53.01|59.03|46,4,0,0|quote|5173|0|0|14.94|0|0|false|false|english|none|normal|false|false|false||1677745470000
64005d1f5027fd0b05fdb177||35.06|82.76|58.1|69.87|35,5,2,0|quote|1621|0|0|11.98|0|0|false|false|english|none|normal|false|false|false||1677745439000
64005ce55027fd0b05fdafce||44.53|83.93|59|64.01|40,5,1,1|quote|5192|0|0|10.78|0|0|false|false|english|none|normal|false|false|false||1677745381000
64005cd75027fd0b05fdaf6c||42.39|85.71|51.47|60.18|42,1,0,2|quote|5192|0|0|11.89|0|0|false|false|english|none|normal|false|false|false||1677745367000
64005cc95027fd0b05fdaefd||48.31|84.75|61.48|63.9|44,2,3,0|quote|5192|0|0|10.93|0|0|false|false|english|none|normal|false|false|false||1677745353000
64005ca95027fd0b05fdae2b||48.4|88.68|57.2|61.2|44,4,0,1|quote|5192|0|0|10.91|0|0|false|false|english|none|normal|false|false|false||1677745321000
63ffb9835027fd0b05f3f7e2||32.88|75.79|42.12|56|64,6,3,1|quote|5085|0|0|23.36|0|0|false|false|english|none|normal|false|false|false||1677703555000
63ffb6675027fd0b05ee2c23||37.38|81.71|49.62|53.3|58,5,2,1|quote|16|0|0|18.62|1|0|false|false|english|none|normal|false|false|false||1677702759000
63ffb61a5027fd0b05ee295a||34.14|78.75|52.64|60.32|48,6,0,2|quote|16|0|0|16.87|0|0|false|false|english|none|normal|false|false|false||1677702682000
63ffb6045027fd0b05ee2881||40.25|80.77|50.67|45.26|58,7,0,3|quote|16|0|1|17.29|0|4.67|false|false|english|none|normal|false|false|false||1677702660000
63ffb59f5027fd0b05e878f9||51.06|93.48|69.09|81.2|34,1,0,1|quote|1154|0|0|7.99|0|0|false|false|english|none|normal|false|false|false||1677702559000
63ffb58d5027fd0b05e8781e||33.58|78.13|44.77|61.49|42,4,0,0|quote|5257|0|0|15.01|0|0|false|false|english|none|normal|false|false|false||1677702541000
63ffb5735027fd0b05e87719||37.23|91.94|45.77|52.77|48,0,0,2|quote|5632|0|0|15.47|1|0|false|false|english|none|normal|false|false|false||1677702515000
63ffb51e5027fd0b05e8739a||35.2|79.82|43.32|62.04|78,9,1,1|quote|1080|0|0|26.59|0|0|false|false|english|none|normal|false|false|false||1677702430000
63ffb5015027fd0b05e87241||33.67|83.49|42.97|52.34|76,3,1,0|quote|1080|0|0|27.09|0|0|false|false|english|none|normal|false|false|false||1677702401000
63ffb4ba5027fd0b05e86f30||30.64|78.08|49.88|72.83|43,9,2,0|quote|77|0|0|16.84|0|0|false|false|english|none|normal|false|false|false||1677702330000
63ffb4a75027fd0b05e86e5f||27.08|82.89|36.82|34.83|50,4,0,0|quote|77|0|0|22.16|0|0|false|false|english|none|normal|false|false|false||1677702311000
63ffb3855027fd0b05e8610a||44.83|82.76|53.28|51.35|69,8,2,0|quote|5085|0|0|18.47|0|0|false|false|english|none|normal|false|false|false||1677702021000
63ffb0ac5027fd0b05e294c2||34.87|85.71|38.84|65.02|44,1,0,0|quote|5668|0|0|15.14|0|0|false|false|english|none|normal|false|false|false||1677701292000
63ffb0965027fd0b05e293bc||25.71|76.04|36|60.34|60,7,0,4|quote|2049|0|0|28|1|0|false|false|english|none|normal|false|false|false||1677701270000
63ffb0405027fd0b05e28faa||42.74|94.52|42.74|57.35|68,0,0,0|quote|5404|0|0|19.09|0|0|false|false|english|none|normal|false|false|false||1677701184000
63ffb0265027fd0b05e28e6f||42.99|92.75|50.53|63.78|57,1,0,1|quote|1464|0|0|15.91|0|0|false|false|english|none|normal|false|false|false||1677701158000
63ffaf8d5027fd0b05e28745||26.98|79.27|35.98|64.49|51,4,1,0|quote|5258|0|0|22.68|0|0|false|false|english|none|normal|false|false|false||1677701005000
63ffaf495027fd0b05e283fd||55.17|93.75|63.45|73.18|40,0,0,1|quote|1154|0|0|8.7|0|0|false|false|english|none|normal|false|false|false||1677700937000
63ffaf3d5027fd0b05e28374||40.55|78.57|45.37|56.96|42,2,0,0|quote|1154|0|0|12.43|0|0|false|false|english|none|normal|false|false|false||1677700925000
63ffaf2c5027fd0b05e282d3||38.66|83.87|44.3|51.72|48,2,0,1|quote|5257|0|0|14.9|0|0|false|false|english|none|normal|false|false|false||1677700908000
63ffaf125027fd0b05e281a6||77.68|100|77.68|63.2|29,0,0,0|quote|5398|0|0|4.48|0|0|false|false|english|none|normal|false|false|false||1677700882000
63ffaeb35027fd0b05dcd270||57.14|86.67|72.05|83.43|23,3,0,0|quote|5398|0|0|4.83|0|0|false|false|english|none|normal|false|false|false||1677700787000
63ffaeab5027fd0b05dcd209||57.46|83.87|66.3|69.57|26,2,1,0|quote|5398|0|1|5.43|0|2.71|false|false|english|none|normal|false|false|false||1677700779000
63ffaea05027fd0b05dcd184||52.25|93.55|52.25|47.93|29,0,0,0|quote|5398|0|0|6.66|0|0|false|false|english|none|normal|false|false|false||1677700768000
63ffae645027fd0b05dccec3||75.65|100|75.65|77.75|29,0,0,0|quote|5398|0|0|4.6|0|0|false|false|english|none|normal|false|false|false||1677700708000
63ffae4c5027fd0b05dccd9c||36.1|75.51|56.02|57.36|29,6,0,2|quote|1154|0|0|9.64|0|0|false|false|english|none|normal|false|false|false||1677700684000
63ffae3f5027fd0b05dcccf0||36.03|81.82|36.03|48.18|78,0,0,0|quote|2913|0|0|25.98|0|0|false|false|english|none|normal|false|false|false||1677700671000
63ffa8a45027fd0b05d6da76||40.94|91.49|43.47|59.14|81,1,0,0|quote|5694|0|0|23.74|0|0|false|false|english|none|normal|false|false|false||1677699236000
63ffa8855027fd0b05d6d8c2||33.98|79.57|44.13|59.16|67,8,2,1|quote|5694|0|0|23.66|0|0|false|false|english|none|normal|false|false|false||1677699205000
63ffa8585027fd0b05d6d674||41.16|84.06|46.93|68.25|57,6,0,2|quote|5258|0|1|16.62|0|12.78|false|false|english|none|normal|false|false|false||1677699160000
63ffa7125027fd0b05d11a3b||45.41|88.68|45.41|49.69|47,0,0,0|quote|1154|0|0|12.42|0|0|false|false|english|none|normal|false|false|false||1677698834000
63ffa7005027fd0b05d1193c||39.83|90|49.26|54.27|38,1,1,1|quote|1154|0|0|11.45|0|0|false|false|english|none|normal|false|false|false||1677698816000
63ffa5c25027fd0b05d1088e||66.51|97.92|66.51|69.38|47,0,0,0|quote|1154|0|0|8.48|0|0|false|false|english|none|normal|false|false|false||1677698498000
63ffa5b85027fd0b05d107f1||26.87|80|41.19|53.08|30,4,1,2|quote|1154|0|0|13.4|0|0|false|false|english|none|normal|false|false|false||1677698488000
63ffa5085027fd0b05d0fe9c||51.64|89.8|57.79|68.86|42,2,0,0|quote|1154|0|0|9.76|0|0|false|false|english|none|normal|false|false|false||1677698312000
63ffa4f15027fd0b05d0fd87||53.56|91.84|59.94|64.14|42,2,0,0|quote|1154|0|0|9.41|0|0|false|false|english|none|normal|false|false|false||1677698289000
63ffa4e35027fd0b05d0fcc6||29.19|84.62|36.29|32.49|37,1,0,1|quote|1154|0|0|15.21|2|0|false|false|english|none|normal|false|false|false||1677698275000
63ffa3745027fd0b05cb3e4a||37.86|88.06|47.91|72.77|49,3,0,0|quote|1977|0|0|15.53|0|0|false|false|english|none|normal|false|false|false||1677697908000
63ffa35a5027fd0b05cb3cc7||23.45|79.44|28.01|35.19|72,2,0,0|quote|6661|0|0|36.84|1|0|false|false|english|none|normal|false|false|false||1677697882000
63ffa2f25027fd0b05cb3783||30.37|81.25|41.63|59.88|62,7,1,2|quote|6074|0|1|24.5|0|5.02|false|false|english|none|normal|false|false|false||1677697778000
63ffa15f5027fd0b05cb2289||32.85|81.25|46.62|60.59|62,4,3,1|quote|5694|0|0|22.65|0|0|false|false|english|none|normal|false|false|false||1677697375000
63ffa1425027fd0b05cb2113||29.11|80.43|39.3|57.09|60,5,2,0|quote|3454|0|0|24.73|0|0|false|false|english|none|normal|false|false|false||1677697346000
63ffa0d65027fd0b05cb1afb||29.66|76.47|38.47|50.99|64,7,0,0|quote|5748|0|0|25.89|0|0|false|false|english|none|normal|false|false|false||1677697238000
63ffa0525027fd0b05c56891||37.45|87.23|41.45|60.02|75,1,0,0|quote|5748|0|0|24.03|0|0|false|false|english|none|normal|false|false|false||1677697106000
63ffa0325027fd0b05c566de||45.01|84|47.19|53.4|62,1,0,0|quote|6211|0|0|16.53|0|0|false|false|english|none|normal|false|false|false||1677697074000
63ff9ef95027fd0b05c555ef||54.65|94.81|58.5|63.48|71,2,0,0|quote|16|0|0|15.59|0|0|false|false|english|none|normal|false|false|false||1677696761000
63ff9e3c5027fd0b05c54c02||36.35|83.7|38.37|57.08|72,1,0,0|quote|16|0|0|23.77|0|0|false|false|english|none|normal|false|false|false||1677696572000
63ff9d415027fd0b05c53e65||42.51|89.87|42.51|55.28|70,0,0,0|quote|6652|0|0|19.76|0|0|false|false|english|none|normal|false|false|false||1677696321000
63ff9ce65027fd0b05bf8e98||42.77|89.02|42.77|51.24|70,0,0,0|quote|6652|0|0|19.64|0|0|false|false|english|none|normal|false|false|false||1677696230000
63ff9b3d5027fd0b05bf78eb||35.78|90.59|37.75|40.37|73,1,0,1|quote|2913|0|0|24.48|0|0|false|false|english|none|normal|false|false|false||1677695805000
63ff9ae45027fd0b05bf7479||38.46|88.17|38.46|52.28|78,0,0,0|quote|2913|0|0|24.34|0|0|false|false|english|none|normal|false|false|false||1677695716000
63ff9a485027fd0b05bf6ce7||31.51|82.46|41.73|34.66|37,2,0,0|words|10|-1|0|14.09|1|0|false|false|english|none|normal|false|false|false||1677695560000
63ff99fb5027fd0b05bf691a||45.05|90.57|49.15|70.79|44,0,0,1|words|10|-1|0|11.72|0|0|false|false|english|none|normal|false|false|false||1677695483000
63ff99ed5027fd0b05bf686d||30.8|82.09|35.39|45.48|47,1,0,1|words|10|-1|0|18.31|0|0|false|false|english|none|normal|false|false|false||1677695469000
63ff04825027fd0b05c58c84||29.95|78.69|37.98|50.38|41,2,0,0|words|10|-1|0|16.43|0|0|false|false|english|none|normal|false|false|false||1677657218000
63ff046f5027fd0b05c58bfd||27.63|75|36.84|54.9|39,8,0,4|words|10|-1|0|16.94|0|0|false|false|english|none|normal|false|false|false||1677657199000
63ff045c5027fd0b05c58b74||35.4|80|38.35|42.67|48,1,0,0|words|10|-1|0|16.27|0|0|false|false|english|none|normal|false|false|false||1677657180000
63ff044a5027fd0b05c58aef||45.56|80.88|51.58|69.06|53,3,1,0|words|10|-1|0|13.96|0|0|false|false|english|none|normal|false|false|false||1677657162000
63ff041b5027fd0b05c589a0|true|54.06|90.74|61.12|63.72|46,2,1,0|words|10|-1|0|10.21|0|0|false|false|english|none|normal|false|false|false||1677657115000
63ff040e5027fd0b05c5894a||34.99|85.29|39.11|63.04|51,1,0,1|words|10|-1|1|17.49|0|12.45|false|false|english|none|normal|false|false|false||1677657102000
63ff03e25027fd0b05c58820||38.55|82.26|43.37|68.45|48,3,1,0|words|10|-1|0|14.94|0|0|false|false|english|none|normal|false|false|false||1677657058000
63ff03be5027fd0b05c58740||28.18|76.92|42.73|45|31,6,0,0|words|10|-1|1|13.2|0|60.48|false|false|english|none|normal|false|false|false||1677657022000
63ff03055027fd0b05c582cc||34.2|87.39|37.62|50.29|90,2,0,1|quote|5898|0|0|31.58|0|0|false|false|english|none|normal|false|false|false||1677656837000
63fefffe5027fd0b05bfc2d8||104.63|98.99|104.63|52.83|98,0,0,0|quote|5228|0|0|11.24|0|0|false|false|english|none|normal|false|false|false||1677656062000
63feffe75027fd0b05bfc23d||26.38|85.06|35.81|50.41|56,4,0,0|quote|6623|0|0|25.47|0|0|false|false|english|none|normal|false|false|false||1677656039000
63fe73425027fd0b05d92a7d||33.28|85.07|33.28|41.01|56,0,0,0|quote|5257|0|1|20.19|0|15.36|false|false|english|none|normal|false|false|false||1677620034000
63fe72d75027fd0b05d92696||79.27|100|79.27|70.34|29,0,0,0|quote|5398|0|0|4.39|0|0|false|false|english|none|normal|false|false|false||1677619927000
63fe72cb5027fd0b05d9262c||63.97|96.67|63.97|52.47|29,0,0,0|quote|5398|0|0|5.44|0|0|false|false|english|none|normal|false|false|false||1677619915000
63fe72bb5027fd0b05d92599||50.66|93.55|50.66|56.83|29,0,0,0|quote|5398|0|0|6.87|0|0|false|false|english|none|normal|false|false|false||1677619899000
63fe72b05027fd0b05d92521||49.93|96.67|49.93|65.7|29,0,0,0|quote|5398|0|0|6.97|0|0|false|false|english|none|normal|false|false|false||1677619888000
63fe72a45027fd0b05d924ad||38.93|78.38|38.93|67.18|29,0,0,0|quote|5398|0|0|8.94|0|0|false|false|english|none|normal|false|false|false||1677619876000
63fe72955027fd0b05d9242b||53.62|93.55|53.62|47.73|29,0,0,0|quote|5398|0|0|6.49|0|0|false|false|english|none|normal|false|false|false||1677619861000
63fe727f5027fd0b05d92349||31|86.54|32.87|43.84|83,1,0,0|quote|2049|0|0|32.13|1|0|false|false|english|none|normal|false|false|false||1677619839000
63fe63aa5027fd0b05bc44ae||34.76|83.33|42.73|41.09|48,3,0,0|quote|5209|0|2|16.57|0|10.77|false|false|english|none|normal|false|false|false||1677616042000
63fe62a25027fd0b05bc38e8||46.1|89.61|46.1|67|68,0,0,0|quote|6208|0|0|17.7|0|0|false|false|english|none|normal|false|false|false||1677615778000
63fe62885027fd0b05bc3796||30.96|78|30.96|51.1|78,0,0,0|quote|5482|0|0|30.23|0|0|false|false|english|none|normal|false|false|false||1677615752000
63fe62535027fd0b05bc34fe||24.46|76.92|33.52|55.71|54,2,0,0|quote|4309|0|0|26.49|0|0|false|false|english|none|normal|false|false|false||1677615699000
63fe62135027fd0b05bc31d6||23.68|81.94|33.36|31.53|44,3,0,1|quote|66|0|0|22.3|1|0|false|false|english|none|normal|false|false|false||1677615635000
63fe61d35027fd0b05bc2e8c||29.8|79.03|33.18|52.27|44,0,0,1|words|10|-1|0|17.72|0|0|false|false|english|none|normal|false|false|false||1677615571000
63fe61ae5027fd0b05bc2cc8|true|49.03|88.71|49.03|67.27|55,0,0,0|words|10|-1|0|13.46|0|0|false|false|english|none|normal|false|false|false||1677615534000
63fe61565027fd0b05bc28af||43.26|86.21|43.26|51.78|50,0,0,0|words|10|-1|0|13.87|0|0|false|false|english|none|normal|false|false|false||1677615446000
63fe60fe5027fd0b05bc245f||35.89|85.71|35.89|51.29|51,0,0,0|words|10|-1|0|17.05|0|0|false|false|english|none|normal|false|false|false||1677615358000
63fe60e95027fd0b05bc2352||37.31|82.46|41.65|57.12|43,1,0,0|words|10|-1|0|13.83|0|0|false|false|english|none|normal|false|false|false||1677615337000
63fe60d45027fd0b05bc224f||27.09|81.54|33.7|50.53|41,0,0,2|words|10|-1|0|18.16|0|0|false|false|english|none|normal|false|false|false||1677615316000
63fe60bd5027fd0b05b94d35|true|48.55|89.09|48.55|65.13|49,0,0,0|words|10|-1|0|12.11|0|0|false|false|english|none|normal|false|false|false||1677615293000
63fe609e5027fd0b05b676bf|true|36.22|80.28|36.22|53.42|52,0,0,0|words|10|-1|1|17.23|0|10.94|false|false|english|none|normal|false|false|false||1677615262000
63fe54a65027fd0b05a4e57c|true|47.18|91.54|47.18|65.61|118,0,0,0|time|30|-1|0|30.01|0|0|false|false|english|none|normal|false|false|false||1677612198000
